# "Long-form" encoding of the complete PAD data
#
# date   : 2013-11-26 10:07:24
# source : /sources/original_corrected.csv
#
# Each word in the data is put on a separate line, and is given an unique ID in the first column.
# These IDs are also used in the alignment files.
# The column CONCEPT lists the meaning-designation as used in the original data.
# Because this is dialect data, almost all words with the same meaning are also cognate, but not all!
# Also, some cognate words were distinguished in the original data (e.g. "Äpfeln" and "Äpfelchen").
# There were also a few erroneous classifications (e.g. between "recht" and "lauter").
# Some words have been divided into separate cognate sets (e.g. various non-cognate words for "Dienstag").
# The column COUNTERPART lists the actual form as originally transcribed.
# The column CONCEPTID lists the numbers as used in the original data
# The column DOCULECT lists the short name of the village. See /data/doculects.csv for more info on each village.
# The column TOKENS lists a tokenization of the original transcription into phonetic units (according to the transcription!).
# The column COGID lists a separate ID for all words that are actually cognate. These IDs are summarized in the file /data/cognatesets.csv
#
ID	CONCEPT	COUNTERPART	CONCEPTID	DOCULECT	TOKENS	COGID
16873	Apfelbäume	ɑʾb.l̩βøːmə	111	Eversen	ɑʾ b l̩ β øː m ə	1010
16874	Apfelbäume	ap.l̠pe̜ʾːm̰ə̃	111	Mörshausen	a p l̠ p e̜ʾː m̰ ə̃	1010
16875	Apfelbäume	a̠p͡fəlbɤʾ→ɪ̠mɛ̠	111	Lippen	a̠ p͡f ə l b ɤʾ→ɪ̠ m ɛ̠	1010
16876	Apfelbäume	æ̣pʰəl̠beʾːmə	111	Ruhlsdorf	æ̣ pʰ ə l̠ b eʾː m ə	1010
16877	Apfelbäume	a̠p͡fl̩pɛ→ɪ̣m	111	Igling	a̠ p͡f l̩ p ɛ→ɪ̣ m	1010
16878	Apfelbäume	ɛp͡bəlpeːm	111	Herbornseelbach	ɛ p͡b ə l p eː m	1010
16879	Apfelbäume	a̤̥p͡fl̩pøːm	111	Odenspiel	a̤̥ p͡f l̩ p øː m	1010
16880	Apfelbäume	ab.l̩bœ̣→ʏʿmə	111	Oiste	a b l̩ b œ̣→ʏʿ m ə	1010
16881	Apfelbäume	ɛ̜bəlpɛːmɔ̟̃	111	Gornsdorf	ɛ̜ b ə l p ɛː m ɔ̟̃	1010
16882	Apfelbäume	ɒp͡fl̩pə→ɪm	111	Peterskirchen	ɒ p͡f l̩ p ə→ɪ m	1010
16883	Apfelbäume	ɒp͡fl̩bæ̃m	111	Peterskirchen	ɒ p͡f l̩ b æ̃ m	1010
16884	Apfelbäume	aβəl̠pɤ→ɪm	111	Wasbek	a β ə l̠ p ɤ→ɪ m	1010
16885	Apfelbäume	ɛphə̟lbeːmə̤͡ə̥	111	NeuSchadow	ɛ ph ə̟ l b eː m ə̤͡ə̥	1010
16886	Apfelbäume	ɛ̣pəlpɑ̟ːmə	111	Offdilln	ɛ̣ p ə l p ɑ̟ː m ə	1010
16887	Apfelbäume	ap͡fə̟pa→ɪm	111	Höchstädt(Don)	a p͡f ə̟ p a→ɪ m	1010
16888	Apfelbäume	ab.ɭ̩bø͡ʏm‿	111	Jürgenshagen	a b ɭ̩ b ø͡ʏ m	1010
16889	Apfelbäume	ɔ̜pəlbøːm	111	Leuth	ɔ̜ p ə l b øː m	1010
16890	Apfelbäume	ɑʾbəʾl̰n̩poːm	111	Ohrdorf	ɑʾ b əʾ l̰ n̩ p oː m	1010
16891	Apfelbäume	ɑpəlbœːmə̥	111	Osterhagen	ɑ p ə l b œː m ə̥	1010
16892	Apfelbäume	æbəl̠pɤ̜→ɪmə	111	Wehrsdorf	æ b ə l̠ p ɤ̜→ɪ m ə	1010
16893	Apfelbäume	ɔ̜p͡ɸl̩bʌm	111	Weidenbach	ɔ̜ p͡ɸ l̩ b ʌ m	1010
16894	Apfelbäume	ɑp.l̩βɤ̟ʾ→ɪ̠mə	111	Gottsbüren	ɑ p l̩ β ɤ̟ʾ→ɪ̠ m ə	1010
16895	Apfelbäume	ɛb.l̩beːməʾ	111	Mockern	ɛ b l̩ b eː m əʾ	1010
16896	Apfelbäume	ɛp͡fəlpɑ̟ːmə	111	Ottowind	ɛ p͡f ə l p ɑ̟ː m ə	1010
16897	Apfelbäume	ɛpəlpɤ→ɪm	111	Niedernhausen	ɛ p ə l p ɤ→ɪ m	1010
16898	Apfelbäume	æβl̩bø̜͡ʏ̜m	111	Osterbruch	æ β l̩ b ø̜͡ʏ̜ m	1010
16899	Apfelbäume	ap͡fəlβa̠ʾ→ɪm	111	Iggingen	a p͡f ə l β a̠ʾ→ɪ m	1010
16900	Apfelbäume	a̠p.l̩bøːm͡m̥	111	Breddin	a̠ p l̩ b øː m͡m̥	1010
16901	Apfelbäume	œ̜p.l̩bøʔpeːməʾ	111	GrossJamno	œ̜ p l̩ b ø ʔ p eː m əʾ	1010
16902	Apfelbäume	apəpømə	111	Herssum	a p ə p ø m ə	1010
16903	Apfelbäume	‿ẹp͡fɪpạm	111	Ramsau(Berch)	ẹ p͡f ɪ p ạ m	1010
16904	Apfelbäume	œʿp͡fl̩pe̠͡əʾm	111	Kleinbottwar	œʿ p͡f l̩ p e̠͡əʾ m	1010
16905	Apfelbäume	ɛbl̩be̜ːme̠	111	Gersdorf	ɛ b l̩ b e̜ː m e̠	1010
16906	Apfelbäume	a̠bəlbeː→əmə	111	Niederasphe	a̠ b ə l b eː→ə m ə	1010
16907	Apfelbäume	a̠p.l̩bøːmə	111	Dreeke	a̠ p l̩ b øː m ə	1010
16908	Apfelbäume	ɑp͡fl̩bœʿm͡m̥	111	Obermaisel	ɑ p͡f l̩ b œʿ m͡m̥	1010
16909	Apfelbäume	ʔɑ̟b.l̩bø͡ø̣m	111	Rossau	ʔ ɑ̟ b l̩ b ø͡ø̣ m	1010
16910	Apfelbäume	ɛp.l̩pɛ̠ʾːmə	111	Osterfeld	ɛ p l̩ p ɛ̠ʾː m ə	1010
16911	Apfelbäume	apəlpɪːmə	111	Astfeld	a p ə l p ɪː m ə	1010
16912	Apfelbäume	ʌp͡ɸl̩pɤ→ɪmə	111	Lampertswalde	ʌ p͡ɸ l̩ p ɤ→ɪ m ə	1010
16913	Apfelbäume	ɒːp͡fe̠ʾpam	111	Eichenhofen	ɒː p͡f e̠ʾ p a m	1010
16914	Apfelbäume	a̠p.l̩pɤ→ɪmə̣+	111	Ahrbergen	a̠ p l̩ p ɤ→ɪ m ə̣+	1010
16915	Apfelbäume	ɑ̟p.ɭ̩bœːm	111	Kruft	ɑ̟ p ɭ̩ b œː m	1010
16916	Apfelbäume	ʌp͡fəlβɒ→ə̣m	111	Endenburg	ʌ p͡f ə l β ɒ→ə̣ m	1010
16917	Apfelbäume	ʌp͡fəlβə̣+→ɪm	111	Endenburg	ʌ p͡f ə l β ə̣+→ɪ m	1010
16918	Apfelbäume	ɔ̟b.l̠pɑ̟ːmɐ̤̃	111	Grosswechsungen	ɔ̟ b l̠ p ɑ̟ː m ɐ̤̃	1010
16919	Apfelbäume	eːp͡fɪ̜pʌm	111	Ulbering	eː p͡f ɪ̜ p ʌ m	1010
16920	Apfelbäume	ɑ̟b.l̩pɐ̟→ɪʾmə	111	Röhrda	ɑ̟ b l̩ p ɐ̟→ɪʾ m ə	1010
16921	Apfelbäume	ɛʾpfɪl̰ba͡əm	111	Oberau	ɛʾ p f ɪ l̰ b a͡ə m	1010
16922	Apfelbäume	ɛʾpfɪl̰bɑ̟→ɔm	111	Oberau	ɛʾ p f ɪ l̰ b ɑ̟→ɔ m	1010
16923	Apfelbäume	apəlbɤ̟→ɪmə	111	Engter	a p ə l b ɤ̟→ɪ m ə	1010
16924	Apfelbäume	a̠plbʏ̜m	111	Kuhstedt	a̠ p l b ʏ̜ m	1010
16925	Apfelbäume	ab.l̩pøːm	111	KirchKogel	a b l̩ p øː m	1010
16926	Apfelbäume	ɛ̣pəlbɛ̣ːm	111	Allna	ɛ̣ p ə l b ɛ̣ː m	1010
16927	Apfelbäume	‿epfəl̰pɛ̣m	111	Pfaffenrot	e p f ə l̰ p ɛ̣ m	1010
16928	Apfelbäume	a̠p͡fl̩bɤ→ɪmə̟	111	Bockelwitz	a̠ p͡f l̩ b ɤ→ɪ m ə̟	1010
16929	Apfelbäume	ɑ̟p͡fəlpɐ→ɔmə	111	Volkershausen	ɑ̟ p͡f ə l p ɐ→ɔ m ə	1010
16930	Apfelbäume	a̠p.l̩bøːmə̟	111	Götz	a̠ p l̩ b øː m ə̟	1010
16931	Apfelbäume	ɑʾb.l̠̩vʏ̠ʿm	111	Hartenfels	ɑʾ b l̠̩ v ʏ̠ʿ m	1010
16932	Apfelbäume	ab.l̩βø̜→ʏʏm	111	Altwarp	a b l̩ β ø̜→ʏ ʏ m	1010
16933	Apfelbäume	ɑ̟bəlbɔ→ɪmə	111	Herrentrup	ɑ̟ b ə l b ɔ→ɪ m ə	1010
16934	Apfelbäume	ap͡fl̩βœ̣→ɪm	111	Wildpoldsried	a p͡f l̩ β œ̣→ɪ m	1010
16935	Apfelbäume	ɑːp.l̩be̜ːm	111	Herdecke	ɑː p l̩ b e̜ː m	1010
16936	Apfelbäume	a̠p.ɭ̩bɤː→ɪʾmə	111	Herdecke	a̠ p ɭ̩ b ɤː→ɪʾ m ə	1010
16937	Apfelbäume	ap.ɭβɤ→ɪʾmə	111	Herdecke	a p ɭ β ɤ→ɪʾ m ə	1010
16938	Apfelbäume	ap͡fəlβɐ→ɪm	111	Seelbach	a p͡f ə l β ɐ→ɪ m	1010
16939	Apfelbäume	ɐp.l̩bɔʿ→ɪmɛ̠	111	Schmannewitz	ɐ p l̩ b ɔʿ→ɪ m ɛ̠	1010
16940	Apfelbäume	ap.lbøːm	111	Falkenthal	a p l b øː m	1010
16941	Apfelbäume	e̠pəbɑ͡ɔ̜mə̜	111	Clausthal(Zf)	e̠ p ə b ɑ͡ɔ̜ m ə̜	1010
16942	Apfelbäume	ɑ̟p.ɭ̩pɛ→ɪm‿	111	Ungstein	ɑ̟ p ɭ̩ p ɛ→ɪ m	1010
16943	Apfelbäume	pʌ→ɪm	111	Nürnberg	p ʌ→ɪ m	1010
16944	Apfelbäume	a̠p.l̩beːmə̥	111	Wernigerode	a̠ p l̩ b eː m ə̥	1010
16945	Apfelbäume	apəl̠bɤ→ɪmə	111	Brockhausen	a p ə l̠ b ɤ→ɪ m ə	1010
16946	Apfelbäume	aɸəl̠bɤ→ɪmə	111	Brockhausen	a ɸ ə l̠ b ɤ→ɪ m ə	1010
16947	Apfelbäume	ɛ̠b.l̠βæ̣ʾːmɔ̜̃	111	Borstendorf	ɛ̠ b l̠ β æ̣ʾː m ɔ̜̃	1010
16948	Apfelbäume	e̜p͡fl̩pɑːm	111	Schauenstein	e̜ p͡f l̩ p ɑː m	1010
16949	Apfelbäume	a̠βəlpɛ̠→ɪmə	111	Orferode	a̠ β ə l p ɛ̠→ɪ m ə	1010
16950	Apfelbäume	ɑ̟b.l̩bø→ʏʿmə	111	Huddestorf	ɑ̟ b l̩ b ø→ʏʿ m ə	1010
16951	Apfelbäume	a̠b.ɫ̩bø̣ːm	111	Herzfeld	a̠ b ɫ̩ b ø̣ː m	1010
16952	Apfelbäume	ɛp͡fl̩pa̠ːm	111	Billingsbach	ɛ p͡f l̩ p a̠ː m	1010
16953	Apfelbäume	ab͡vəlpɐ̟→ɪm	111	Tann(Rhön)	a b͡v ə l p ɐ̟→ɪ m	1010
16954	Apfelbäume	ʌʾp.lba→ɪ̜mɔ̃	111	Ballhausen	ʌʾ p l b a→ɪ̜ m ɔ̃	1010
16955	Apfelbäume	ʊʿ→ɪpfə̜pa̠→ʌʾm	111	Pöttmes	ʊʿ→ɪ p f ə̜ p a̠→ʌʾ m	1010
16956	Apfelbäume	a̠p͡fəlpɛm	111	Oberhomberg	a̠ p͡f ə l p ɛ m	1010
16957	Apfelbäume	a̠βləβøːm	111	Wemb	a̠ β l ə β øː m	1010
16958	Apfelbäume	a̠βl̩bœ→ʏm	111	Grossenwiehe	a̠ β l̩ b œ→ʏ m	1010
16959	Apfelbäume	ɑpfə̥+bɑ̟m	111	Gelting	ɑ p f ə̥+ b ɑ̟ m	1010
16960	Apfelbäume	ɛ̜p.l̩beːm	111	Winterspelt	ɛ̜ p l̩ b eː m	1010
16961	Apfelbäume	ab.l̠̩bø͡ʏ̰m	111	Wolgast	a b l̠̩ b ø͡ʏ̰ m	1010
16962	Apfelbäume	ʌʾp͡fl̩bʌ→ɪm	111	Engelsbach	ʌʾ p͡f l̩ b ʌ→ɪ m	1010
16963	Apfelbäume	ɒ̣p͡fəl̰pɔʿ→ɪm	111	Langenbruck	ɒ̣ p͡f ə l̰ p ɔʿ→ɪ m	1010
16964	Apfelbäume	ʔa̠b.l̩pɤʾ→ɪmə̤	111	Schraden	ʔ a̠ b l̩ p ɤʾ→ɪ m ə̤	1010
16965	Apfelbäume	ɔp.lbʌ→ə̣mə	111	Wieda	ɔ p l b ʌ→ə̣ m ə	1010
16966	Apfelbäume	ɛ̣pəlpeːm	111	Wittelsberg	ɛ̣ p ə l p eː m	1010
16967	Apfelbäume	epfəlbe̜ːm	111	Bempflingen	e p f ə l b e̜ː m	1010
16968	Apfelbäume	ɑ̟βəlβœ̣ːm	111	Lippramsdorf	ɑ̟ β ə l β œ̣ː m	1010
16969	Apfelbäume	ɤp͡fl̩pɑ̟ː→ɪmə	111	Cursdorf	ɤ p͡f l̩ p ɑ̟ː→ɪ m ə	1010
16970	Apfelbäume	ep͡fəlɸạ̃m	111	Hartenstein	e p͡f ə l ɸ ạ̃ m	1010
16971	Apfelbäume	ɑ̟ʾpəlpeːmə	111	Frohnhausen	ɑ̟ʾ p ə l p eː m ə	1010
16972	Apfelbäume	ɑ̟b.l̩pɤ→ʏʿmə	111	Valdorf	ɑ̟ b l̩ p ɤ→ʏʿ m ə	1010
16973	Apfelbäume	a̠bl̩bœ̣→ʏm	111	Hammah	a̠ b l̩ b œ̣→ʏ m	1010
16974	Apfelbäume	ɑʾp̰͡fl̩bɤ→ɪmə̤	111	Altlandsberg	ɑʾ p̰͡f l̩ b ɤ→ɪ m ə̤	1010
16975	Apfelbäume	ɛ̜b.l̩pø͡ʏm	111	Schönbeck	ɛ̜ b l̩ p ø͡ʏ m	1010
16976	Apfelbäume	øʿp͡fəlpɤ̜→ɪm	111	Horheim	øʿ p͡f ə l p ɤ̜→ɪ m	1010
16977	Apfelbäume	ɔ̜p͡fɪpœʿmə	111	Maibrunn	ɔ̜ p͡f ɪ p œʿ m ə	1010
16978	Apfelbäume	a̠p.l̩ba̠→ɪ̜m	111	Haddorf	a̠ p l̩ b a̠→ɪ̜ m	1010
16979	Apfelbäume	ẹp͡fɪpam	111	Oberviehbach	ẹ p͡f ɪ p a m	1010
16980	Apfelbäume	ap.l̩bɐ̣+→ɪm‿	111	Albersloh	a p l̩ b ɐ̣+→ɪ m	1010
16981	Apfelbäume	ɛ̣pl̩pɔ̜ːm	111	Vielbrunn	ɛ̣ p l̩ p ɔ̜ː m	1010
16982	Apfelbäume	ɛ̜b.ɭ̩ba̠→ẹmə	111	Gerbstedt	ɛ̜ b ɭ̩ b a̠→ẹ m ə	1010
16983	Apfelbäume	a̠p͡fəlbɛ̜ːm	111	Eschelbronn	a̠ p͡f ə l b ɛ̜ː m	1010
16984	Apfelbäume	ɑ̟p.l̠̩bœːmə	111	Hohenkörben	ɑ̟ p l̠̩ b œː m ə	1010
16985	Apfelbäume	eːp͡fə̣lpa̠m	111	Pielenhofen	eː p͡f ə̣ l p a̠ m	1010
16986	Apfelbäume	ap.l̩bø͡ø̣m	111	Grünow	a p l̩ b ø͡ø̣ m	1010
16987	Apfelbäume	a̠bəpøːm	111	Bennin	a̠ b ə p øː m	1010
16988	Apfelbäume	ʔap.lpeːmə̟	111	Atzendorf	ʔ a p l p eː m ə̟	1010
16989	Apfelbäume	a̠pəl̠bøːmə	111	Wüllen	a̠ p ə l̠ b øː m ə	1010
16990	Apfelbäume	ẹpəlpeːm	111	Niederauerbach	ẹ p ə l p eː m	1010
16991	Apfelbäume	a̠pəlbɤ̜→ɪm	111	Adorf	a̠ p ə l b ɤ̜→ɪ m	1010
16992	Apfelbäume	a̠b.l̩bø̜→ʏm	111	Mirow	a̠ b l̩ b ø̜→ʏ m	1010
16993	Apfelbäume	‿œp͡fəpam	111	Schachach	œ p͡f ə p a m	1010
16994	Apfelbäume	a̠p͡ɸl̩bɔʿɪʾmə	111	Hesselteich	a̠ p͡ɸ l̩ b ɔʿ ɪʾ m ə	1010
16995	Apfelbäume	ɛ̣p͡fəlbeːm	111	Schömberg	ɛ̣ p͡f ə l b eː m	1010
16996	Apfelbäume	ʔɛbəlpeʾːmə̟	111	Altenberg	ʔ ɛ b ə l p eʾː m ə̟	1010
16997	Apfelbäume	ɛ̠pəlpe̠ːm	111	Büdesheim	ɛ̠ p ə l p e̠ː m	1010
16998	Apfelbäume	ɑb.ɫ̩bø→ʏm	111	Gresenhorst	ɑ b ɫ̩ b ø→ʏ m	1010
16999	Apfelbäume	‿ɑβl̩pø̜ːm	111	Wentorf(Sand)	ɑ β l̩ p ø̜ː m	1010
17000	Apfelbäume	apəlpeːmə̰ɕəɾ̥	111	Lohra	a p ə l p eː m ə̰ ɕ ə ɾ̥	1010
#
12175	Augenblick	‿ɑ→ʊɣəb.lɪx̟	81	Kleinbottwar	ɑ→ʊ ɣ ə b l ɪ x̟	1013
12176	Augenblick	oːʁəmblẹkh	81	Leuth	oː ʁ ə m b l ẹ kh	1013
12177	Augenblick	ɐ→ʊʁ̰blɪ̣kx	81	Docelles	ɐ→ʊ ʁ̰ b l ɪ̣ k x	1013
12178	Augenblick	a̠̤ːɣəp.lẹx̰k	81	Ebertshausen	a̠̤ː ɣ ə p l ẹ x̰ k	1013
12179	Augenblick	ɑʾ→ʊɣn̩b.lɪ̣k͡x	81	Altlandsberg	ɑʾ→ʊ ɣ n̩ b l ɪ̣ k͡x	1013
12180	Augenblick	ɑːmblɪch	81	Langenbruck	ɑː m b l ɪ ch	1013
12181	Augenblick	ɔ̟̃→ʊmblɪk̟	81	Hammah	ɔ̟̃→ʊ m b l ɪ k̟	1013
12182	Augenblick	o̜→ʊɣn̩b.lɪʾk	81	GrossMohrdorf	o̜→ʊ ɣ n̩ b l ɪʾ k	1013
12183	Augenblick	ʌ̣→ɯɣə̃b.li̜ɟ‿	81	Grünlichtenberg	ʌ̣→ɯ ɣ ə̃ b l i̜ ɟ	1013
12184	Augenblick	a̠→ọɣn̩p.lẹk	81	Engelsbach	a̠→ọ ɣ n̩ p l ẹ k	1013
12185	Augenblick	ɑ→ɒ̣ŋplikh	81	Kemmern	ɑ→ɒ̣ ŋ p l i kh	1013
12186	Augenblick	o̜→ʊm̩b̰.lɪkʰ	81	Schönbeck	o̜→ʊ m̩ b̰ l ɪ kʰ	1013
12187	Augenblick	a̠ːʁəplɪ̣kh	81	Vielbrunn	a̠ː ʁ ə p l ɪ̣ kh	1013
12188	Augenblick	ɔ̜̃͡ɔ̃blek‿	81	Kruft	ɔ̜̃͡ɔ̃ b l e k	1013
12189	Augenblick	ɐ→ʊɣ̠ŋ̩blɪk̟͡x̟	81	Herrentrup	ɐ→ʊ ɣ̠ ŋ̩ b l ɪ k̟͡x̟	1013
12190	Augenblick	ɑ̣ːʁəpli̜cʼ	81	Schnepfenbach	ɑ̣ː ʁ ə p l i̜ cʼ	1013
12191	Augenblick	ɛ→ə̜plæk.	81	Niederasphe	ɛ→ə̜ p l æ k	1013
12192	Augenblick	o͡ʊ̜ɡ.ŋ̩b.lẹk	81	GrossJamno	o͡ʊ̜ ɡ ŋ̩ b l ẹ k	1013
12193	Augenblick	oːʿŋ̩p.lẹk	81	Rammenau	oːʿ ŋ̩ p l ẹ k	1013
12194	Augenblick	ɐ→ʊɣəblɪ̣k͡χ	81	Horheim	ɐ→ʊ ɣ ə b l ɪ̣ k͡χ	1013
12195	Augenblick	ɐ→ʊɣə̜blɪ̣k̟ʰ	81	Burgrieden	ɐ→ʊ ɣ ə̜ b l ɪ̣ k̟ʰ	1013
12196	Augenblick	ɐ→ʊmblɪ̣k͡x+	81	Ulbering	ɐ→ʊ m b l ɪ̣ k͡x+	1013
12197	Augenblick	‿ɑ→ọʁ̰əp.lɪ̣c͡ç	81	Oberwürzbach	ɑ→ọ ʁ̰ ə p l ɪ̣ c͡ç	1013
12198	Augenblick	o̜͡ʊŋblɪ̠k‿	81	Grossenwiehe	o̜͡ʊ ŋ b l ɪ̠ k	1013
12199	Augenblick	ɑ̟ːplʊ̜k	81	Wittelsberg	ɑ̟ː p l ʊ̜ k	1013
12200	Augenblick	ɑ̟ːplək	81	Wittelsberg	ɑ̟ː p l ə k	1013
12201	Augenblick	ɔ̣→ʊ̜ɣənb.lɪk̟	81	Jacobsdorf	ɔ̣→ʊ̜ ɣ ə n b l ɪ k̟	1013
12202	Augenblick	aː→ʊplɪ̣k	81	Offdilln	aː→ʊ p l ɪ̣ k	1013
12203	Augenblick	ɤːxm̩b.lẹkʰ‿	81	Mockern	ɤː x m̩ b l ẹ kʰ	1013
12204	Augenblick	oʿ͡ʊɣn̩p.lɪ̣ɟ	81	Gersdorf	oʿ͡ʊ ɣ n̩ p l ɪ̣ ɟ	1013
12205	Augenblick	oːɡ̰.ŋ̩plɪ̜k̟‿	81	Barssel	oː ɡ̰ ŋ̩ p l ɪ̜ k̟	1013
12206	Augenblick	ɐ→ʊʁ̟əblɪ̣kʰ	81	Schömberg	ɐ→ʊ ʁ̟ ə b l ɪ̣ kʰ	1013
12207	Augenblick	o͡ʊʁm̩blɪ̠k̰͡x	81	Wüllen	o͡ʊ ʁ m̩ b l ɪ̠ k̰͡x	1013
12208	Augenblick	ɤ→ɯŋ̩b.lɪcʰ	81	Wehrsdorf	ɤ→ɯ ŋ̩ b l ɪ cʰ	1013
12209	Augenblick	ɑ̟̃ː→ʊ̜̃+mplɪk‿	81	Wieda	ɑ̟̃ː→ʊ̜̃+ m p l ɪ k	1013
12210	Augenblick	ɔ̜ːʁblɪ̜c͡çə	81	Lohra	ɔ̜ː ʁ b l ɪ̜ c͡ç ə	1013
12211	Augenblick	ɑʾːʁ̟əp.lik‿	81	Ungstein	ɑʾː ʁ̟ ə p l i k	1013
12212	Augenblick	ɔʿ→ɪɡ.ŋ̩b.lɪ̜k‿	81	Unterellen	ɔʿ→ɪ ɡ ŋ̩ b l ɪ̜ k	1013
12213	Augenblick	oʿːŋb.lɪk	81	Ohrdorf	oʿː ŋ b l ɪ k	1013
12214	Augenblick	oːɣə̠b.lɪk͡x̰	81	Hartenfels	oː ɣ ə̠ b l ɪ k͡x̰	1013
12215	Augenblick	ʊ̜ːɣəmblɪkʰə	81	Astfeld	ʊ̜ː ɣ ə m b l ɪ kʰ ə	1013
12216	Augenblick	ɐ→ʊɣəβlɪ̜ːk̟ʰ	81	Iggingen	ɐ→ʊ ɣ ə β l ɪ̜ː k̟ʰ	1013
12217	Augenblick	ɐ→ʊml̰ɪk̰	81	Osterbruch	ɐ→ʊ m l̰ ɪ k̰	1013
12218	Augenblick	oːmplɪx‿	81	Holmkjer	oː m p l ɪ x	1013
12219	Augenblick	ɛ→ə̜ʁəblœ̣ʿkʰ	81	Dexbach	ɛ→ə̜ ʁ ə b l œ̣ʿ kʰ	1013
12220	Augenblick	ɐ→ɤŋ̩blɪ̣ch	81	Pöttmes	ɐ→ɤ ŋ̩ b l ɪ̣ ch	1013
12221	Augenblick	a̠→ʊɣŋ̩b.lik‿	81	Lippen	a̠→ʊ ɣ ŋ̩ b l i k	1013
12222	Augenblick	oʿ͡ʊmp.lɪk	81	Ebstorf	oʿ͡ʊ m p l ɪ k	1013
12223	Augenblick	ɐ→ʊɣəpli̜k͡ʀ̥+	81	Igling	ɐ→ʊ ɣ ə p l i̜ k͡ʀ̥+	1013
12224	Augenblick	o̟ʿm̩b.lɨɡ̰.	81	KirchKogel	o̟ʿ m̩ b l ɨ ɡ̰	1013
12225	Augenblick	ə→ʊɣŋ̩ble͡ɪc͡ç̰	81	Wasbek	ə→ʊ ɣ ŋ̩ b l e͡ɪ c͡ç̰	1013
12226	Augenblick	om̩lɪ̣x	81	Hagen	o m̩ l ɪ̣ x	1013
12227	Augenblick	ɐ→ʊʁ̟əmblɪx	81	Engter	ɐ→ʊ ʁ̟ ə m b l ɪ x	1013
12228	Augenblick	oːmpɭɪ̠k	81	Brelingen	oː m p ɭ ɪ̠ k	1013
12229	Augenblick	a̠ːmplɪ̣c͡ç	81	Schauenstein	a̠ː m p l ɪ̣ c͡ç	1013
12230	Augenblick	o͡ʊŋ̩b.lɪk	81	Altwarp	o͡ʊ ŋ̩ b l ɪ k	1013
12231	Augenblick	‿ɑ→ʊmplɪk͡x̰	81	Klafferstrass	ɑ→ʊ m p l ɪ k͡x̰	1013
12232	Augenblick	ʌŋβlɪ̣kh	81	Maxweiler	ʌ ŋ β l ɪ̣ kh	1013
12233	Augenblick	o→ɪb.m̩plekh	81	Orferode	o→ɪ b m̩ p l e kh	1013
12234	Augenblick	oʿːɣɱ̩b.li̜k	81	Götz	oʿː ɣ ɱ̩ b l i̜ k	1013
12235	Augenblick	ʌ̟→ʊọʿmb.lɪk͡x	81	Bremscheid	ʌ̟→ʊ ọʿ m b l ɪ k͡x	1013
12236	Augenblick	ɐ→ʊʁəblɪkh	81	Weyhers	ɐ→ʊ ʁ ə b l ɪ kh	1013
12237	Augenblick	ɐ→ʊɣəblɪkh	81	Seelbach	ɐ→ʊ ɣ ə b l ɪ kh	1013
12238	Augenblick	o̜ʿ→ʊʿɡ.ŋ̩b.lɪ̜kʰ	81	Linz	o̜ʿ→ʊʿ ɡ ŋ̩ b l ɪ̜ kʰ	1013
12239	Augenblick	oəʾmb.løkh	81	Iversheim	o əʾ m b l ø kh	1013
12240	Augenblick	o͡ʊʿŋ̩b.lɪ̠k‿	81	Herzfeld	o͡ʊʿ ŋ̩ b l ɪ̠ k	1013
12241	Augenblick	oɣəmb.lɪ̠kʰ	81	Wasbüttel	o ɣ ə m b l ɪ̠ kʰ	1013
12242	Augenblick	ɑ̃→ɔ̣̃ʁ̩̃p.lik̟	81	Grosswechsungen	ɑ̃→ɔ̣̃ ʁ̩̃ p l i k̟	1013
12243	Augenblick	oːɡ.ŋ̩blɛk͡x̟	81	Bardenfleth	oː ɡ ŋ̩ b l ɛ k͡x̟	1013
12244	Augenblick	‿a̠ːŋ̩p.lẹkh	81	Gornsdorf	a̠ː ŋ̩ p l ẹ kh	1013
12245	Augenblick	ɑ͡ɔʿŋ̩.m͡blɪk͡x	81	Gelting	ɑ͡ɔʿ ŋ̩ m͡b l ɪ k͡x	1013
12246	Augenblick	a̠→ʊɣn̩p.lɪ̠k‿	81	Ballhausen	a̠→ʊ ɣ n̩ p l ɪ̠ k	1013
12247	Augenblick	a̠ːɣ̠əblɪ̣k̟ʰ	81	Eschelbronn	a̠ː ɣ̠ ə b l ɪ̣ k̟ʰ	1013
12248	Augenblick	œ̣→ʏʿɣəp.lɪ̣k͡x̟	81	Obermaisel	œ̣→ʏʿ ɣ ə p l ɪ̣ k͡x̟	1013
12249	Augenblick	o̜ː→ʊ̣b.m̩b.lɪ̜ɡ‿	81	Oiste	o̜ː→ʊ̣ b m̩ b l ɪ̜ ɡ	1013
12250	Augenblick	ọʿ͡ʊ̜x͡ɣənblek͡χ	81	Odenspiel	ọʿ͡ʊ̜ x͡ɣ ə n b l e k͡χ	1013
12251	Augenblick	ɑ̟χəplɪ̣kh	81	Zellingen	ɑ̟ χ ə p l ɪ̣ kh	1013
12252	Augenblick	ɐ̟→ʊ̟ɱplɪk̰	81	Röhrda	ɐ̟→ʊ̟ ɱ p l ɪ k̰	1013
12253	Augenblick	ɐ̠→ʊ̜ʀəblɪc͡ç	81	Volkershausen	ɐ̠→ʊ̜ ʀ ə b l ɪ c͡ç	1013
